Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;    42,000;        0,00;        99,81;       166,58;       166,58;        66,77
Classif:      ;sem categoria       ;     0,00;    42,000;        0,00;        99,81;       166,58;       166,58;        66,77
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;    10,000;        0,00;         0,00;       211,90;       211,90;       211,90
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;   106,000;        0,00;        42,67;     2.094,38;     2.094,38;     2.051,71
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    70,000;        0,00;        37,80;       578,81;       578,81;       541,01
Classif:10.019;BIJUTERIAS          ;     0,00;   186,000;        0,00;        80,47;     2.885,09;     2.885,09;     2.804,62
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;   125,000;        0,00;     1.878,53;     3.371,04;     3.371,04;     1.492,51
10.020.024;BRINQUEDOS/INFANTIL           ;     0,00;     1,000;        0,00;         6,93;        11,99;        11,99;         5,06
10.020.025;BRINQUEDOS/LAZER CAMPING      ;     0,00;     1,000;        0,00;         5,55;         9,99;         9,99;         4,44
Classif:10.020;BRINQUEDOS          ;     0,00;   127,000;        0,00;     1.891,01;     3.393,02;     3.393,02;     1.502,01
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;   188,900;        0,00;     2.948,29;     6.005,86;     6.005,86;     3.057,57
Classif:10.022;CAMA MESA BANHO     ;     0,00;   188,900;        0,00;     2.948,29;     6.005,86;     6.005,86;     3.057,57
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;    12,000;        0,00;        42,62;        34,48;        34,48;        -8,14
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    44,000;        0,00;        74,56;       129,72;       129,72;        55,16
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;   277,000;        0,00;     1.270,41;       642,93;       642,93;      -627,48
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    39,000;        0,00;       102,13;       286,36;       286,36;       184,23
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    34,000;        0,00;        12,79;       170,22;       170,22;       157,43
Classif:10.023;CONVENIENCIA        ;     0,00;   406,000;        0,00;     1.502,51;     1.263,71;     1.263,71;      -238,80
10.024.   ;DECORACAO                     ;     0,00;     1,000;        0,00;        34,99;        74,99;        74,99;        40,00
10.024.032;DECORACAO/BAZAR               ;     0,00;     3,000;        0,00;        42,68;        84,77;        84,77;        42,09
10.024.033;DECORACAO/DECORACAO           ;     0,00;    34,000;        0,00;       957,43;     1.670,99;     1.670,99;       713,56
10.024.034;DECORACAO/ESPELHO             ;     0,00;    12,000;        0,00;       592,47;     1.001,83;     1.001,83;       409,36
10.024.035;DECORACAO/MOVEIS              ;     0,00;     2,000;        0,00;       102,22;       183,98;       183,98;        81,76
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     8,000;        0,00;       116,70;       216,12;       216,12;        99,42
10.024.037;DECORACAO/QUADROS             ;     0,00;    24,000;        0,00;       531,59;     1.126,27;     1.126,27;       594,68
Classif:10.024;DECORACAO           ;     0,00;    84,000;        0,00;     2.378,08;     4.358,95;     4.358,95;     1.980,87
10.033.   ;LEDS                          ;     0,00;     1,000;        0,00;         2,76;         5,99;         5,99;         3,23
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     3,000;        0,00;        17,43;        32,97;        32,97;        15,54
