Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;    47,000;        0,00;       231,92;       547,03;       547,03;       315,11
Classif:      ;sem categoria       ;     0,00;    47,000;        0,00;       231,92;       547,03;       547,03;       315,11
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;    17,000;        0,00;         0,00;       350,73;       350,73;       350,73
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;   194,000;        0,00;       100,50;     3.447,87;     3.447,87;     3.347,37
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;   112,000;        0,00;        67,54;       919,45;       919,45;       851,91
Classif:10.019;BIJUTERIAS          ;     0,00;   323,000;        0,00;       168,04;     4.718,05;     4.718,05;     4.550,01
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;   260,000;        0,00;     4.192,49;     7.948,26;     7.948,26;     3.755,77
10.020.023;BRINQUEDOS/FANTASIA PERSONAGEM;     0,00;     1,000;        0,00;        11,52;        21,99;        21,99;        10,47
10.020.024;BRINQUEDOS/INFANTIL           ;     0,00;    11,000;        0,00;       290,52;       542,89;       542,89;       252,37
10.020.025;BRINQUEDOS/LAZER CAMPING      ;     0,00;     2,000;        0,00;        58,26;       110,98;       110,98;        52,72
Classif:10.020;BRINQUEDOS          ;     0,00;   274,000;        0,00;     4.552,79;     8.624,12;     8.624,12;     4.071,33
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;   281,600;        0,00;     3.763,33;     7.319,19;     7.319,19;     3.555,86
Classif:10.022;CAMA MESA BANHO     ;     0,00;   281,600;        0,00;     3.763,33;     7.319,19;     7.319,19;     3.555,86
10.023.   ;CONVENIENCIA                  ;     0,00;     1,000;        0,00;        10,00;        15,99;        15,99;         5,99
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;    23,000;        0,00;        37,40;        86,97;        86,97;        49,57
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    53,000;        0,00;       191,50;       183,17;       183,17;        -8,33
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;   367,000;        0,00;     1.707,93;       962,04;       962,04;      -745,89
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    72,000;        0,00;       271,18;       644,58;       644,58;       373,40
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;   155,000;        0,00;        29,31;       715,03;       715,03;       685,72
Classif:10.023;CONVENIENCIA        ;     0,00;   671,000;        0,00;     2.247,32;     2.607,78;     2.607,78;       360,46
10.024.   ;DECORACAO                     ;     0,00;     1,000;        0,00;        12,38;        23,99;        23,99;        11,61
10.024.032;DECORACAO/BAZAR               ;     0,00;    16,000;        0,00;       612,93;     1.288,41;     1.288,41;       675,48
10.024.033;DECORACAO/DECORACAO           ;     0,00;    51,000;        0,00;       631,12;     1.304,74;     1.304,74;       673,62
10.024.034;DECORACAO/ESPELHO             ;     0,00;    14,000;        0,00;     1.020,02;     1.693,86;     1.693,86;       673,84
10.024.035;DECORACAO/MOVEIS              ;     0,00;     2,000;        0,00;       198,12;       402,98;       402,98;       204,86
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;    11,000;        0,00;       116,77;       229,53;       229,53;       112,76
10.024.037;DECORACAO/QUADROS             ;     0,00;    21,000;        0,00;       400,83;       767,05;       767,05;       366,22
Classif:10.024;DECORACAO           ;     0,00;   116,000;        0,00;     2.992,17;     5.710,56;     5.710,56;     2.718,39
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     1,000;        0,00;         7,56;        22,99;        22,99;        15,43
10.033.050;LEDS/FERRAMENTA               ;     0,00;    31,000;        0,00;       200,87;       433,59;       433,59;       232,72
10.033.051;LEDS/ILUMINACAO               ;     0,00;    27,000;        0,00;       227,70;       511,48;       511,48;       283,78
10.033.052;LEDS/LED                      ;     0,00;    95,000;        0,00;     1.017,66;     2.055,56;     2.055,56;     1.037,90
Classif:10.033;LEDS                ;     0,00;   154,000;        0,00;     1.453,79;     3.023,62;     3.023,62;     1.569,83
10.040.   ;PAPELARIA                     ;     0,00;     8,000;        0,00;        18,24;        35,95;        35,95;        17,71
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     4,500;        0,00;         9,74;        21,73;        21,73;        11,99
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   967,600;        0,00;     2.606,30;     5.428,91;     5.428,91;     2.822,61
Classif:10.040;PAPELARIA           ;     0,00;   980,100;        0,00;     2.634,28;     5.486,59;     5.486,59;     2.852,31
10.049.061;UTENSILIOS/ARAMADOS           ;     0,00;     3,000;        0,00;        11,16;        20,97;        20,97;         9,81
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    95,000;        0,00;     1.408,23;     2.967,60;     2.967,60;     1.559,37
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   240,000;        0,00;     1.536,34;     2.980,50;     2.980,50;     1.444,16
Classif:10.049;UTENSILIOS          ;     0,00;   338,000;        0,00;     2.955,73;     5.969,07;     5.969,07;     3.013,34
10.050.   ;UTILIDADES                    ;     0,00;     1,000;        0,00;        24,35;        45,99;        45,99;        21,64
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    47,000;        0,00;       370,06;       726,57;       726,57;       356,51
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     6,000;        0,00;        30,36;        56,94;        56,94;        26,58
10.050.066;UTILIDADES/FILTROS            ;     0,00;     3,000;        0,00;        80,00;       138,97;       138,97;        58,97
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;    21,000;        0,00;       241,37;       408,54;       408,54;       167,17
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   388,000;        0,00;     2.701,59;     5.021,52;     5.021,52;     2.319,93
Classif:10.050;UTILIDADES          ;     0,00;   466,000;        0,00;     3.447,73;     6.398,53;     6.398,53;     2.950,80
10.051.   ;VARIEDADES                    ;     0,00;    55,000;        0,00;        85,86;       170,45;       170,45;        84,59
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    34,000;        0,00;       411,39;       547,41;       547,41;       136,02
10.051.070;VARIEDADES/VIDROS             ;     0,00;   268,000;        0,00;     3.107,14;     5.354,52;     5.354,52;     2.247,38
Classif:10.051;VARIEDADES          ;     0,00;   357,000;        0,00;     3.604,39;     6.072,38;     6.072,38;     2.467,99
10.053.001;PET/PET                       ;     0,00;    29,000;        0,00;       190,22;       356,01;       356,01;       165,79
Classif:10.053;PET                 ;     0,00;    29,000;        0,00;       190,22;       356,01;       356,01;       165,79
