Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;    34,000;        0,00;        93,20;       161,76;       161,76;        68,56
Classif:      ;sem categoria       ;     0,00;    34,000;        0,00;        93,20;       161,76;       161,76;        68,56
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;    13,000;        0,00;         0,00;       334,37;       334,37;       334,37
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;    90,000;        0,00;        48,36;     1.423,39;     1.423,39;     1.375,03
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    73,000;        0,00;        41,08;       473,45;       473,45;       432,37
Classif:10.019;BIJUTERIAS          ;     0,00;   176,000;        0,00;        89,44;     2.231,21;     2.231,21;     2.141,77
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;   129,000;        0,00;     2.687,66;     5.001,18;     5.001,18;     2.313,52
10.020.024;BRINQUEDOS/INFANTIL           ;     0,00;     3,000;        0,00;        92,07;       174,97;       174,97;        82,90
Classif:10.020;BRINQUEDOS          ;     0,00;   132,000;        0,00;     2.779,73;     5.176,15;     5.176,15;     2.396,42
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;   212,900;        0,00;     2.332,69;     4.790,57;     4.790,57;     2.457,88
Classif:10.022;CAMA MESA BANHO     ;     0,00;   212,900;        0,00;     2.332,69;     4.790,57;     4.790,57;     2.457,88
10.023.   ;CONVENIENCIA                  ;     0,00;     1,000;        0,00;        10,00;        15,99;        15,99;         5,99
10.023.027;CONVENIENCIA/ALIMENTOS        ;    38,00;    18,000;       74,90;       148,08;       120,32;        45,42;       -27,76
10.023.028;CONVENIENCIA/BEBIDAS          ;   276,00;    39,000;      461,71;       151,26;       110,96;      -350,75;       -40,30
10.023.029;CONVENIENCIA/BOMBONIERE       ;    12,00;   271,000;       33,00;     1.029,47;       659,14;       626,14;      -370,33
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    49,000;        0,00;       277,54;       624,81;       624,81;       347,27
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    56,000;        0,00;        20,51;       270,99;       270,99;       250,48
Classif:10.023;CONVENIENCIA        ;   326,00;   434,000;      569,61;     1.636,86;     1.802,21;     1.232,60;       165,35
10.024.   ;DECORACAO                     ;     0,00;     2,000;        0,00;        24,76;        47,98;        47,98;        23,22
10.024.032;DECORACAO/BAZAR               ;     0,00;     5,000;        0,00;       260,35;       556,95;       556,95;       296,60
10.024.033;DECORACAO/DECORACAO           ;     0,00;    29,000;        0,00;       662,57;     1.234,71;     1.234,71;       572,14
10.024.034;DECORACAO/ESPELHO             ;     0,00;    12,000;        0,00;       700,91;     1.180,88;     1.180,88;       479,97
10.024.035;DECORACAO/MOVEIS              ;    20,00;     0,000;    4.708,34;         0,00;         0,00;    -4.708,34;         0,00
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     8,000;        0,00;        47,42;        95,92;        95,92;        48,50
10.024.037;DECORACAO/QUADROS             ;     0,00;     3,000;        0,00;        39,37;        75,97;        75,97;        36,60
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     1,400;        0,00;         0,76;        29,39;        29,39;        28,63
Classif:10.024;DECORACAO           ;    20,00;    60,400;    4.708,34;     1.736,14;     3.221,80;    -1.486,54;     1.485,66
10.033.   ;LEDS                          ;     0,00;     1,000;        0,00;         2,99;         7,99;         7,99;         5,00
10.033.050;LEDS/FERRAMENTA               ;     0,00;    19,000;        0,00;        85,72;       181,81;       181,81;        96,09
10.033.051;LEDS/ILUMINACAO               ;     0,00;    41,000;        0,00;       336,26;       801,76;       801,76;       465,50
10.033.052;LEDS/LED                      ;     0,00;    46,000;        0,00;       331,99;       662,54;       662,54;       330,55
Classif:10.033;LEDS                ;     0,00;   107,000;        0,00;       756,96;     1.654,10;     1.654,10;       897,14
10.040.   ;PAPELARIA                     ;     0,00;     5,000;        0,00;        11,62;        25,45;        25,45;        13,83
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;    11,500;        0,00;         0,00;         6,15;         6,15;         6,15
10.040.056;PAPELARIA/FESTA               ;     0,00;     1,000;        0,00;         0,87;         1,49;         1,49;         0,62
10.040.057;PAPELARIA/PAPELARIA           ;     0,00; 1.013,200;        0,00;     2.992,79;     6.409,10;     6.409,10;     3.416,31
Classif:10.040;PAPELARIA           ;     0,00; 1.030,700;        0,00;     3.005,28;     6.442,19;     6.442,19;     3.436,91
10.049.   ;UTENSILIOS                    ;     0,00;     1,000;        0,00;         0,00;        39,99;        39,99;        39,99
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    71,000;        0,00;       856,79;     1.596,15;     1.596,15;       739,36
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   255,000;        0,00;     1.254,42;     2.684,25;     2.684,25;     1.429,83
Classif:10.049;UTENSILIOS          ;     0,00;   327,000;        0,00;     2.111,21;     4.320,39;     4.320,39;     2.209,18
10.050.   ;UTILIDADES                    ;     0,00;     1,000;        0,00;         8,10;        14,99;        14,99;         6,89
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    33,000;        0,00;       133,70;       248,77;       248,77;       115,07
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     2,000;        0,00;       117,80;       219,98;       219,98;       102,18
10.050.066;UTILIDADES/FILTROS            ;     0,00;     1,000;        0,00;        74,50;       127,99;       127,99;        53,49
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;    13,000;        0,00;       201,79;       314,87;       314,87;       113,08
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   240,000;        0,00;     1.453,85;     2.803,35;     2.803,35;     1.349,50
Classif:10.050;UTILIDADES          ;     0,00;   290,000;        0,00;     1.989,74;     3.729,95;     3.729,95;     1.740,21
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    44,000;        0,00;       241,69;       461,56;       461,56;       219,87
10.051.070;VARIEDADES/VIDROS             ;     0,00;   139,000;        0,00;     1.429,69;     2.603,12;     2.603,12;     1.173,43
