Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;     4,000;        0,00;         9,28;        19,96;        19,96;        10,68
Classif:      ;sem categoria       ;     0,00;     4,000;        0,00;         9,28;        19,96;        19,96;        10,68
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;     6,000;        0,00;         0,00;       217,94;       217,94;       217,94
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;   278,000;        0,00;       108,45;     3.503,98;     3.503,98;     3.395,53
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;   117,000;        0,00;        63,18;     1.189,92;     1.189,92;     1.126,74
10.019.022;BIJUTERIA/ACESSORIOS VERAO    ;     0,00;     5,000;        0,00;         0,00;       252,89;       252,89;       252,89
Classif:10.019;BIJUTERIAS          ;     0,00;   406,000;        0,00;       171,63;     5.164,73;     5.164,73;     4.993,10
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;    51,000;        0,00;       681,04;     1.357,49;     1.357,49;       676,45
10.020.025;BRINQUEDOS/LAZER CAMPING      ;     0,00;     1,000;        0,00;         0,00;        15,99;        15,99;        15,99
Classif:10.020;BRINQUEDOS          ;     0,00;    52,000;        0,00;       681,04;     1.373,48;     1.373,48;       692,44
10.022.   ;CAMA MESA BANHO               ;     0,00;     4,000;        0,00;        43,19;        77,96;        77,96;        34,77
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;   112,000;        0,00;     1.297,45;     2.603,63;     2.603,63;     1.306,18
Classif:10.022;CAMA MESA BANHO     ;     0,00;   116,000;        0,00;     1.340,64;     2.681,59;     2.681,59;     1.340,95
10.023.   ;CONVENIENCIA                  ;     0,00;     4,000;        0,00;        41,50;        62,36;        62,36;        20,86
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;    20,000;        0,00;        53,75;        99,50;        99,50;        45,75
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    26,000;        0,00;        45,93;        90,59;        90,59;        44,66
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;   244,000;        0,00;       490,24;       474,61;       474,61;       -15,63
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    35,000;        0,00;        63,94;       476,82;       476,82;       412,88
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    35,000;        0,00;         8,53;       185,15;       185,15;       176,62
Classif:10.023;CONVENIENCIA        ;     0,00;   364,000;        0,00;       703,89;     1.389,03;     1.389,03;       685,14
10.024.032;DECORACAO/BAZAR               ;     0,00;     2,000;        0,00;       100,50;       200,98;       200,98;       100,48
10.024.033;DECORACAO/DECORACAO           ;     0,00;    11,000;        0,00;       166,36;       310,59;       310,59;       144,23
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     7,000;        0,00;        60,33;       118,93;       118,93;        58,60
10.024.037;DECORACAO/QUADROS             ;     0,00;     6,000;        0,00;       151,94;       281,94;       281,94;       130,00
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     6,500;        0,00;         3,51;       106,43;       106,43;       102,92
Classif:10.024;DECORACAO           ;     0,00;    32,500;        0,00;       482,64;     1.018,87;     1.018,87;       536,23
10.030.047;ESTACIONAMENTO/ESTACIONAMENTO ;     0,00;     5,000;        0,00;         5,00;        26,00;        26,00;        21,00
Classif:10.030;ESTACIONAMENTO      ;     0,00;     5,000;        0,00;         5,00;        26,00;        26,00;        21,00
10.033.   ;LEDS                          ;     0,00;     1,000;        0,00;         7,45;        29,99;        29,99;        22,54
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     1,000;        0,00;         1,55;         3,99;         3,99;         2,44
10.033.050;LEDS/FERRAMENTA               ;     0,00;     8,000;        0,00;        41,35;        83,92;        83,92;        42,57
10.033.051;LEDS/ILUMINACAO               ;     0,00;    15,000;        0,00;        51,96;       128,35;       128,35;        76,39
10.033.052;LEDS/LED                      ;     0,00;    25,000;        0,00;       423,82;       825,25;       825,25;       401,43
Classif:10.033;LEDS                ;     0,00;    50,000;        0,00;       526,13;     1.071,50;     1.071,50;       545,37
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     3,000;        0,00;         0,00;         3,90;         3,90;         3,90
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   225,000;        0,00;       527,66;     1.384,18;     1.384,18;       856,52
Classif:10.040;PAPELARIA           ;     0,00;   228,000;        0,00;       527,66;     1.388,08;     1.388,08;       860,42
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    40,000;        0,00;       778,99;     1.446,13;     1.446,13;       667,14
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;    62,000;        0,00;       420,91;       818,38;       818,38;       397,47
Classif:10.049;UTENSILIOS          ;     0,00;   102,000;        0,00;     1.199,90;     2.264,51;     2.264,51;     1.064,61
10.050.   ;UTILIDADES                    ;     0,00;     1,000;        0,00;        23,84;        49,99;        49,99;        26,15
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    22,000;        0,00;        64,48;       143,28;       143,28;        78,80
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     7,000;        0,00;        53,83;       184,93;       184,93;       131,10
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   184,000;        0,00;       995,51;     1.934,26;     1.934,26;       938,75
Classif:10.050;UTILIDADES          ;     0,00;   214,000;        0,00;     1.137,66;     2.312,46;     2.312,46;     1.174,80
10.051.   ;VARIEDADES                    ;     0,00;     3,000;        0,00;        36,60;        72,48;        72,48;        35,88
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    12,000;        0,00;       145,24;       286,88;       286,88;       141,64
10.051.070;VARIEDADES/VIDROS             ;     0,00;    71,000;        0,00;       680,67;     1.307,09;     1.307,09;       626,42
Classif:10.051;VARIEDADES          ;     0,00;    86,000;        0,00;       862,51;     1.666,45;     1.666,45;       803,94
