Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;     8,000;        0,00;        50,72;       119,92;       119,92;        69,20
Classif:      ;sem categoria       ;     0,00;     8,000;        0,00;        50,72;       119,92;       119,92;        69,20
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;     4,000;        0,00;         0,00;        99,96;        99,96;        99,96
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;   220,000;        0,00;        79,47;     2.328,86;     2.328,86;     2.249,39
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;   111,000;        0,00;        59,94;     1.044,07;     1.044,07;       984,13
Classif:10.019;BIJUTERIAS          ;     0,00;   335,000;        0,00;       139,41;     3.472,89;     3.472,89;     3.333,48
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;    72,000;        0,00;     1.541,32;     2.875,28;     2.875,28;     1.333,96
Classif:10.020;BRINQUEDOS          ;     0,00;    72,000;        0,00;     1.541,32;     2.875,28;     2.875,28;     1.333,96
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;   101,000;        0,00;     1.032,88;     2.006,49;     2.006,49;       973,61
Classif:10.022;CAMA MESA BANHO     ;     0,00;   101,000;        0,00;     1.032,88;     2.006,49;     2.006,49;       973,61
10.023.   ;CONVENIENCIA                  ;     0,00;     2,000;        0,00;        23,00;        31,98;        31,98;         8,98
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;     7,000;        0,00;        17,21;        35,93;        35,93;        18,72
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    28,000;        0,00;        47,92;        84,77;        84,77;        36,85
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;   181,000;        0,00;       477,33;       274,62;       274,62;      -202,71
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    39,000;        0,00;        54,56;       677,80;       677,80;       623,24
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    61,000;        0,00;        20,68;       213,95;       213,95;       193,27
Classif:10.023;CONVENIENCIA        ;     0,00;   318,000;        0,00;       640,70;     1.319,05;     1.319,05;       678,35
10.024.032;DECORACAO/BAZAR               ;     0,00;     4,000;        0,00;        83,08;       361,96;       361,96;       278,88
10.024.033;DECORACAO/DECORACAO           ;     0,00;    17,000;        0,00;       294,03;       689,33;       689,33;       395,30
10.024.034;DECORACAO/ESPELHO             ;     0,00;     3,000;        0,00;       171,62;       422,97;       422,97;       251,35
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     7,000;        0,00;        63,00;       123,93;       123,93;        60,93
10.024.037;DECORACAO/QUADROS             ;     0,00;     3,000;        0,00;        14,56;        29,97;        29,97;        15,41
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     2,000;        0,00;         1,08;        41,98;        41,98;        40,90
Classif:10.024;DECORACAO           ;     0,00;    36,000;        0,00;       627,37;     1.670,14;     1.670,14;     1.042,77
10.030.047;ESTACIONAMENTO/ESTACIONAMENTO ;     0,00;     9,000;        0,00;         9,00;        61,00;        61,00;        52,00
Classif:10.030;ESTACIONAMENTO      ;     0,00;     9,000;        0,00;         9,00;        61,00;        61,00;        52,00
10.033.050;LEDS/FERRAMENTA               ;     0,00;     7,000;        0,00;        40,77;        85,43;        85,43;        44,66
10.033.051;LEDS/ILUMINACAO               ;     0,00;    10,000;        0,00;       212,56;       430,90;       430,90;       218,34
10.033.052;LEDS/LED                      ;     0,00;    20,000;        0,00;       278,60;       526,80;       526,80;       248,20
10.033.053;LEDS/LUSTRES                  ;     0,00;     1,000;        0,00;         9,00;        19,99;        19,99;        10,99
Classif:10.033;LEDS                ;     0,00;    38,000;        0,00;       540,93;     1.063,12;     1.063,12;       522,19
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     5,000;        0,00;        35,63;        64,45;        64,45;        28,82
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   151,500;        0,00;       564,57;     1.465,27;     1.465,27;       900,70
Classif:10.040;PAPELARIA           ;     0,00;   156,500;        0,00;       600,20;     1.529,72;     1.529,72;       929,52
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    47,000;        0,00;       643,21;     1.429,03;     1.429,03;       785,82
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;    73,000;        0,00;       522,36;     1.006,77;     1.006,77;       484,41
Classif:10.049;UTENSILIOS          ;     0,00;   120,000;        0,00;     1.165,57;     2.435,80;     2.435,80;     1.270,23
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    30,000;        0,00;       157,11;       324,20;       324,20;       167,09
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     3,000;        0,00;        79,92;       159,97;       159,97;        80,05
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     2,000;        0,00;        10,87;        21,98;        21,98;        11,11
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   194,000;        0,00;     1.200,26;     2.402,56;     2.402,56;     1.202,30
Classif:10.050;UTILIDADES          ;     0,00;   229,000;        0,00;     1.448,16;     2.908,71;     2.908,71;     1.460,55
10.051.   ;VARIEDADES                    ;     0,00;     5,000;        0,00;        50,75;       103,95;       103,95;        53,20
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     4,000;        0,00;        25,13;        49,96;        49,96;        24,83
10.051.070;VARIEDADES/VIDROS             ;     0,00;    78,000;        0,00;       494,54;       996,22;       996,22;       501,68
Classif:10.051;VARIEDADES          ;     0,00;    87,000;        0,00;       570,42;     1.150,13;     1.150,13;       579,71
