Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;    17,000;        0,00;       178,65;       430,33;       430,33;       251,68
Classif:      ;sem categoria       ;     0,00;    17,000;        0,00;       178,65;       430,33;       430,33;       251,68
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;     2,000;        0,00;         0,00;        30,00;        30,00;        30,00
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;   286,000;        0,00;       105,30;     3.310,46;     3.310,46;     3.205,16
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    95,000;        0,00;        51,30;       922,60;       922,60;       871,30
10.019.022;BIJUTERIA/ACESSORIOS VERAO    ;     0,00;     5,000;        0,00;         0,00;       241,76;       241,76;       241,76
Classif:10.019;BIJUTERIAS          ;     0,00;   388,000;        0,00;       156,60;     4.504,82;     4.504,82;     4.348,22
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;    67,000;        0,00;       979,53;     1.840,83;     1.840,83;       861,30
10.020.024;BRINQUEDOS/INFANTIL           ;     0,00;     3,000;        0,00;        24,77;        52,47;        52,47;        27,70
Classif:10.020;BRINQUEDOS          ;     0,00;    70,000;        0,00;     1.004,30;     1.893,30;     1.893,30;       889,00
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;    87,000;        0,00;       709,63;     1.476,63;     1.476,63;       767,00
Classif:10.022;CAMA MESA BANHO     ;     0,00;    87,000;        0,00;       709,63;     1.476,63;     1.476,63;       767,00
10.023.   ;CONVENIENCIA                  ;     0,00;     2,000;        0,00;        20,00;        31,98;        31,98;        11,98
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;    27,000;        0,00;        59,75;        98,57;        98,57;        38,82
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    41,000;        0,00;        71,76;       123,25;       123,25;        51,49
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;   204,000;        0,00;       613,38;       353,89;       353,89;      -259,49
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    36,000;        0,00;        78,72;       426,26;       426,26;       347,54
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    84,000;        0,00;        15,93;       347,61;       347,61;       331,68
Classif:10.023;CONVENIENCIA        ;     0,00;   394,000;        0,00;       859,54;     1.381,56;     1.381,56;       522,02
10.024.032;DECORACAO/BAZAR               ;     0,00;     4,000;        0,00;        52,00;       107,96;       107,96;        55,96
10.024.033;DECORACAO/DECORACAO           ;     0,00;    22,000;        0,00;       359,89;       702,78;       702,78;       342,89
10.024.034;DECORACAO/ESPELHO             ;     0,00;     2,000;        0,00;        72,28;       144,98;       144,98;        72,70
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;    18,000;        0,00;        90,22;       179,82;       179,82;        89,60
10.024.037;DECORACAO/QUADROS             ;     0,00;     6,000;        0,00;       182,77;       337,94;       337,94;       155,17
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     9,500;        0,00;         5,13;       147,90;       147,90;       142,77
Classif:10.024;DECORACAO           ;     0,00;    61,500;        0,00;       762,29;     1.621,38;     1.621,38;       859,09
10.030.047;ESTACIONAMENTO/ESTACIONAMENTO ;     0,00;     5,000;        0,00;         5,00;       121,00;       121,00;       116,00
Classif:10.030;ESTACIONAMENTO      ;     0,00;     5,000;        0,00;         5,00;       121,00;       121,00;       116,00
10.033.   ;LEDS                          ;     0,00;     3,000;        0,00;         8,97;        23,97;        23,97;        15,00
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     3,000;        0,00;        37,65;        71,97;        71,97;        34,32
10.033.050;LEDS/FERRAMENTA               ;     0,00;    13,000;        0,00;       120,89;       237,87;       237,87;       116,98
10.033.051;LEDS/ILUMINACAO               ;     0,00;    13,000;        0,00;        50,43;       127,37;       127,37;        76,94
10.033.052;LEDS/LED                      ;     0,00;    32,000;        0,00;       432,99;       846,68;       846,68;       413,69
10.033.053;LEDS/LUSTRES                  ;     0,00;     1,000;        0,00;         9,00;        19,99;        19,99;        10,99
Classif:10.033;LEDS                ;     0,00;    65,000;        0,00;       659,93;     1.327,85;     1.327,85;       667,92
10.037.   ;NATAL                         ;     0,00;     2,000;        0,00;        37,76;        75,98;        75,98;        38,22
Classif:10.037;NATAL               ;     0,00;     2,000;        0,00;        37,76;        75,98;        75,98;        38,22
10.040.   ;PAPELARIA                     ;     0,00;     1,000;        0,00;         1,63;         2,49;         2,49;         0,86
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   138,000;        0,00;       649,42;     1.818,16;     1.818,16;     1.168,74
Classif:10.040;PAPELARIA           ;     0,00;   139,000;        0,00;       651,05;     1.820,65;     1.820,65;     1.169,60
10.049.061;UTENSILIOS/ARAMADOS           ;     0,00;     2,000;        0,00;        27,82;        39,98;        39,98;        12,16
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    35,000;        0,00;       458,62;       876,65;       876,65;       418,03
