Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;     3,000;        0,00;        39,85;        61,97;        61,97;        22,12
Classif:      ;sem categoria       ;     0,00;     3,000;        0,00;        39,85;        61,97;        61,97;        22,12
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;     4,000;        0,00;         0,00;       131,96;       131,96;       131,96
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;    93,000;        0,00;        47,32;     2.340,02;     2.340,02;     2.292,70
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    31,000;        0,00;        33,64;       313,19;       313,19;       279,55
10.019.021;BIJUTERIAS/PERFUMARIA         ;     0,00;     1,000;        0,00;        11,43;        21,49;        21,49;        10,06
Classif:10.019;BIJUTERIAS          ;     0,00;   129,000;        0,00;        92,39;     2.806,66;     2.806,66;     2.714,27
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;    48,000;        0,00;       849,62;     1.652,52;     1.652,52;       802,90
10.020.024;BRINQUEDOS/INFANTIL           ;     0,00;     5,000;        0,00;       134,85;       229,95;       229,95;        95,10
Classif:10.020;BRINQUEDOS          ;     0,00;    53,000;        0,00;       984,47;     1.882,47;     1.882,47;       898,00
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;    99,000;        0,00;     1.034,56;     1.930,01;     1.930,01;       895,45
Classif:10.022;CAMA MESA BANHO     ;     0,00;    99,000;        0,00;     1.034,56;     1.930,01;     1.930,01;       895,45
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;     8,000;        0,00;        15,43;        29,92;        29,92;        14,49
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    31,000;        0,00;        50,42;        92,69;        92,69;        42,27
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;    67,000;        0,00;       519,14;       189,33;       189,33;      -329,81
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    14,000;        0,00;        55,04;       133,36;       133,36;        78,32
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    42,000;        0,00;         1,18;       158,13;       158,13;       156,95
Classif:10.023;CONVENIENCIA        ;     0,00;   162,000;        0,00;       641,21;       603,43;       603,43;       -37,78
10.024.   ;DECORACAO                     ;     0,00;     1,000;        0,00;        12,38;        19,99;        19,99;         7,61
10.024.032;DECORACAO/BAZAR               ;     0,00;     1,000;        0,00;        33,70;        57,49;        57,49;        23,79
10.024.033;DECORACAO/DECORACAO           ;     0,00;    24,000;        0,00;       489,84;       851,76;       851,76;       361,92
10.024.034;DECORACAO/ESPELHO             ;     0,00;     8,000;        0,00;       294,05;       572,42;       572,42;       278,37
10.024.035;DECORACAO/MOVEIS              ;     0,00;     1,000;        0,00;        54,00;        88,19;        88,19;        34,19
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     5,000;        0,00;        46,90;       100,95;       100,95;        54,05
10.024.037;DECORACAO/QUADROS             ;     0,00;     6,000;        0,00;       169,77;       303,44;       303,44;       133,67
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     8,500;        0,00;         4,59;       148,41;       148,41;       143,82
Classif:10.024;DECORACAO           ;     0,00;    54,500;        0,00;     1.105,23;     2.142,65;     2.142,65;     1.037,42
10.033.050;LEDS/FERRAMENTA               ;     0,00;     4,000;        0,00;        16,51;        34,46;        34,46;        17,95
10.033.051;LEDS/ILUMINACAO               ;     0,00;     1,000;        0,00;        25,00;        54,99;        54,99;        29,99
10.033.052;LEDS/LED                      ;     0,00;    15,000;        0,00;       153,27;       296,85;       296,85;       143,58
Classif:10.033;LEDS                ;     0,00;    20,000;        0,00;       194,78;       386,30;       386,30;       191,52
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   215,500;        0,00;       453,90;     1.263,40;     1.263,40;       809,50
Classif:10.040;PAPELARIA           ;     0,00;   215,500;        0,00;       453,90;     1.263,40;     1.263,40;       809,50
10.049.061;UTENSILIOS/ARAMADOS           ;     0,00;     1,000;        0,00;         3,72;         6,49;         6,49;         2,77
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    18,000;        0,00;       445,70;       781,32;       781,32;       335,62
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;    98,000;        0,00;       476,78;       910,02;       910,02;       433,24
Classif:10.049;UTENSILIOS          ;     0,00;   117,000;        0,00;       926,20;     1.697,83;     1.697,83;       771,63
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    12,000;        0,00;        83,69;       143,38;       143,38;        59,69
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     3,000;        0,00;        36,74;        64,97;        64,97;        28,23
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   125,000;        0,00;       894,42;     1.660,75;     1.660,75;       766,33
Classif:10.050;UTILIDADES          ;     0,00;   140,000;        0,00;     1.014,85;     1.869,10;     1.869,10;       854,25
10.051.   ;VARIEDADES                    ;     0,00;     7,000;        0,00;       117,69;       251,93;       251,93;       134,24
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;    15,000;        0,00;       153,52;       282,85;       282,85;       129,33
10.051.070;VARIEDADES/VIDROS             ;     0,00;    70,000;        0,00;       972,64;     1.316,80;     1.316,80;       344,16
Classif:10.051;VARIEDADES          ;     0,00;    92,000;        0,00;     1.243,85;     1.851,58;     1.851,58;       607,73
