Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;     3,000;        0,00;        38,40;        59,97;        59,97;        21,57
Classif:      ;sem categoria       ;     0,00;     3,000;        0,00;        38,40;        59,97;        59,97;        21,57
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;     2,000;        0,00;         0,00;        73,98;        73,98;        73,98
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;    87,000;        0,00;        67,40;     1.516,96;     1.516,96;     1.449,56
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    16,000;        0,00;        35,56;       168,84;       168,84;       133,28
Classif:10.019;BIJUTERIAS          ;     0,00;   105,000;        0,00;       102,96;     1.759,78;     1.759,78;     1.656,82
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;    30,000;        0,00;       430,80;       733,20;       733,20;       302,40
Classif:10.020;BRINQUEDOS          ;     0,00;    30,000;        0,00;       430,80;       733,20;       733,20;       302,40
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;    72,500;        0,00;       858,40;     1.594,77;     1.594,77;       736,37
Classif:10.022;CAMA MESA BANHO     ;     0,00;    72,500;        0,00;       858,40;     1.594,77;     1.594,77;       736,37
10.023.027;CONVENIENCIA/ALIMENTOS        ;    96,00;     7,000;       99,17;        40,18;        32,93;       -66,24;        -7,25
10.023.028;CONVENIENCIA/BEBIDAS          ;   270,00;    27,000;      502,38;        48,08;        83,93;      -418,45;        35,85
10.023.029;CONVENIENCIA/BOMBONIERE       ;   426,00;    84,000;      593,39;       293,49;       183,57;      -409,82;      -109,92
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;     7,000;        0,00;        28,77;        60,93;        60,93;        32,16
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    11,000;        0,00;         0,00;        47,89;        47,89;        47,89
Classif:10.023;CONVENIENCIA        ;   792,00;   136,000;    1.194,94;       410,52;       409,25;      -785,69;        -1,27
10.024.   ;DECORACAO                     ;     0,00;     2,000;        0,00;        15,43;        27,98;        27,98;        12,55
10.024.032;DECORACAO/BAZAR               ;     0,00;     5,000;        0,00;       200,00;       587,95;       587,95;       387,95
10.024.033;DECORACAO/DECORACAO           ;     0,00;    23,000;        0,00;       364,20;       652,27;       652,27;       288,07
10.024.034;DECORACAO/ESPELHO             ;     0,00;     2,000;        0,00;        38,60;        65,98;        65,98;        27,38
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     5,000;        0,00;        20,40;        35,45;        35,45;        15,05
10.024.037;DECORACAO/QUADROS             ;     0,00;    10,000;        0,00;       124,74;       217,90;       217,90;        93,16
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     9,500;        0,00;         5,13;       199,40;       199,40;       194,27
Classif:10.024;DECORACAO           ;     0,00;    56,500;        0,00;       768,50;     1.786,93;     1.786,93;     1.018,43
10.033.   ;LEDS                          ;     0,00;     1,000;        0,00;         2,99;         7,99;         7,99;         5,00
10.033.050;LEDS/FERRAMENTA               ;     0,00;    10,000;        0,00;       188,36;       452,90;       452,90;       264,54
10.033.051;LEDS/ILUMINACAO               ;     0,00;     5,000;        0,00;       127,12;       253,45;       253,45;       126,33
10.033.052;LEDS/LED                      ;     0,00;     7,000;        0,00;        86,14;       175,33;       175,33;        89,19
Classif:10.033;LEDS                ;     0,00;    23,000;        0,00;       404,61;       889,67;       889,67;       485,06
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;    93,000;        0,00;       559,67;     1.596,56;     1.596,56;     1.036,89
Classif:10.040;PAPELARIA           ;     0,00;    93,000;        0,00;       559,67;     1.596,56;     1.596,56;     1.036,89
10.049.061;UTENSILIOS/ARAMADOS           ;     0,00;     1,000;        0,00;        10,00;        16,99;        16,99;         6,99
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    27,000;        0,00;       393,25;       796,18;       796,18;       402,93
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;    79,000;        0,00;       517,91;       896,86;       896,86;       378,95
Classif:10.049;UTENSILIOS          ;     0,00;   107,000;        0,00;       921,16;     1.710,03;     1.710,03;       788,87
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    18,000;        0,00;       107,84;       230,45;       230,45;       122,61
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     5,000;        0,00;        83,07;       167,95;       167,95;        84,88
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   155,000;        0,00;     1.283,39;     2.365,50;     2.365,50;     1.082,11
Classif:10.050;UTILIDADES          ;     0,00;   178,000;        0,00;     1.474,30;     2.763,90;     2.763,90;     1.289,60
10.051.   ;VARIEDADES                    ;     0,00;     1,000;        0,00;        12,20;        24,99;        24,99;        12,79
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     7,000;        0,00;       101,07;       179,93;       179,93;        78,86
10.051.070;VARIEDADES/VIDROS             ;     0,00;    72,000;        0,00;       649,44;     1.129,28;     1.129,28;       479,84
Classif:10.051;VARIEDADES          ;     0,00;    80,000;        0,00;       762,71;     1.334,20;     1.334,20;       571,49
