Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;     8,000;        0,00;        49,80;       131,92;       131,92;        82,12
Classif:      ;sem categoria       ;     0,00;     8,000;        0,00;        49,80;       131,92;       131,92;        82,12
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;     1,000;        0,00;         0,00;        25,99;        25,99;        25,99
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;   111,000;        0,00;        71,88;     1.401,81;     1.401,81;     1.329,93
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    48,000;        0,00;        25,92;       422,02;       422,02;       396,10
Classif:10.019;BIJUTERIAS          ;     0,00;   160,000;        0,00;        97,80;     1.849,82;     1.849,82;     1.752,02
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;   115,000;        0,00;     1.417,82;     2.664,65;     2.664,65;     1.246,83
10.020.024;BRINQUEDOS/INFANTIL           ;     0,00;     6,000;        0,00;       114,72;       211,94;       211,94;        97,22
10.020.025;BRINQUEDOS/LAZER CAMPING      ;     0,00;     1,000;        0,00;         5,55;         9,99;         9,99;         4,44
Classif:10.020;BRINQUEDOS          ;     0,00;   122,000;        0,00;     1.538,09;     2.886,58;     2.886,58;     1.348,49
10.022.   ;CAMA MESA BANHO               ;     0,00;     3,000;        0,00;       162,00;       303,91;       303,91;       141,91
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;    81,000;        0,00;       918,18;     1.945,72;     1.945,72;     1.027,54
Classif:10.022;CAMA MESA BANHO     ;     0,00;    84,000;        0,00;     1.080,18;     2.249,63;     2.249,63;     1.169,45
10.023.   ;CONVENIENCIA                  ;     0,00;     2,000;        0,00;        21,50;        34,98;        34,98;        13,48
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;    23,000;        0,00;        45,81;        75,57;        75,57;        29,76
10.023.028;CONVENIENCIA/BEBIDAS          ;    38,00;    48,000;      647,73;       472,42;       157,70;      -490,03;      -314,72
10.023.029;CONVENIENCIA/BOMBONIERE       ;     1,00;   210,000;       16,20;       408,07;       469,37;       453,17;        61,30
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    30,000;        0,00;        80,81;       302,70;       302,70;       221,89
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    54,000;        0,00;         3,90;       264,96;       264,96;       261,06
Classif:10.023;CONVENIENCIA        ;    39,00;   367,000;      663,93;     1.032,51;     1.305,28;       641,35;       272,77
10.024.032;DECORACAO/BAZAR               ;     0,00;     4,000;        0,00;       268,00;       744,96;       744,96;       476,96
10.024.033;DECORACAO/DECORACAO           ;     0,00;    26,000;        0,00;       462,33;       784,56;       784,56;       322,23
10.024.034;DECORACAO/ESPELHO             ;     0,00;     7,000;        0,00;       223,87;       420,93;       420,93;       197,06
10.024.035;DECORACAO/MOVEIS              ;     0,00;     2,000;        0,00;        54,26;       102,98;       102,98;        48,72
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     2,000;        0,00;        11,00;        20,98;        20,98;         9,98
10.024.037;DECORACAO/QUADROS             ;     0,00;    14,000;        0,00;       247,45;       458,28;       458,28;       210,83
Classif:10.024;DECORACAO           ;     0,00;    55,000;        0,00;     1.266,91;     2.532,69;     2.532,69;     1.265,78
