Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;     8,000;        0,00;        64,87;       128,42;       128,42;        63,55
Classif:      ;sem categoria       ;     0,00;     8,000;        0,00;        64,87;       128,42;       128,42;        63,55
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;     2,000;        0,00;         0,00;        51,98;        51,98;        51,98
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;    63,000;        0,00;        23,30;       941,37;       941,37;       918,07
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    37,000;        0,00;        19,98;       352,64;       352,64;       332,66
Classif:10.019;BIJUTERIAS          ;     0,00;   102,000;        0,00;        43,28;     1.345,99;     1.345,99;     1.302,71
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;    60,000;        0,00;       934,96;     1.697,90;     1.697,90;       762,94
10.020.024;BRINQUEDOS/INFANTIL           ;     0,00;     5,000;        0,00;        88,65;       167,95;       167,95;        79,30
10.020.025;BRINQUEDOS/LAZER CAMPING      ;     0,00;     1,000;        0,00;         7,66;        14,99;        14,99;         7,33
Classif:10.020;BRINQUEDOS          ;     0,00;    66,000;        0,00;     1.031,27;     1.880,84;     1.880,84;       849,57
10.022.   ;CAMA MESA BANHO               ;     0,00;     2,000;        0,00;         0,00;       139,98;       139,98;       139,98
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;   122,000;        0,00;     1.152,81;     2.415,77;     2.415,77;     1.262,96
Classif:10.022;CAMA MESA BANHO     ;     0,00;   124,000;        0,00;     1.152,81;     2.555,75;     2.555,75;     1.402,94
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;    15,000;        0,00;        24,89;        52,75;        52,75;        27,86
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    51,000;        0,00;       447,06;       156,69;       156,69;      -290,37
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;   221,000;        0,00;       357,98;       497,29;       497,29;       139,31
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    40,000;        0,00;        74,73;       337,60;       337,60;       262,87
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    69,000;        0,00;         0,00;       205,10;       205,10;       205,10
Classif:10.023;CONVENIENCIA        ;     0,00;   396,000;        0,00;       904,66;     1.249,43;     1.249,43;       344,77
10.024.032;DECORACAO/BAZAR               ;     0,00;     5,000;        0,00;       413,07;       661,95;       661,95;       248,88
10.024.033;DECORACAO/DECORACAO           ;     0,00;    17,000;        0,00;       205,01;       387,33;       387,33;       182,32
10.024.034;DECORACAO/ESPELHO             ;     0,00;     4,000;        0,00;        85,29;       160,96;       160,96;        75,67
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     5,000;        0,00;        17,46;        39,95;        39,95;        22,49
10.024.037;DECORACAO/QUADROS             ;     0,00;    16,000;        0,00;       239,12;       422,84;       422,84;       183,72
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     2,000;        0,00;         1,08;        29,98;        29,98;        28,90
Classif:10.024;DECORACAO           ;     0,00;    49,000;        0,00;       961,03;     1.703,01;     1.703,01;       741,98
10.026.040;DIVERSOS/DIVERSOS             ;     0,00;     7,000;        0,00;        27,91;        97,93;        97,93;        70,02
Classif:10.026;DIVERSOS            ;     0,00;     7,000;        0,00;        27,91;        97,93;        97,93;        70,02
10.033.   ;LEDS                          ;     0,00;     2,000;        0,00;         7,11;        15,98;        15,98;         8,87
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     1,000;        0,00;         3,99;         9,99;         9,99;         6,00
10.033.050;LEDS/FERRAMENTA               ;     0,00;    32,000;        0,00;       231,85;       442,18;       442,18;       210,33
10.033.051;LEDS/ILUMINACAO               ;     0,00;    13,000;        0,00;       149,36;       335,37;       335,37;       186,01
10.033.052;LEDS/LED                      ;     0,00;    36,000;        0,00;       305,26;       654,64;       654,64;       349,38
