Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;    14,000;        0,00;        59,87;       134,36;       134,36;        74,49
Classif:      ;sem categoria       ;     0,00;    14,000;        0,00;        59,87;       134,36;       134,36;        74,49
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;     1,000;        0,00;         0,00;        11,99;        11,99;        11,99
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;    64,000;        0,00;        41,22;       805,86;       805,86;       764,64
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    29,000;        0,00;        15,66;       274,71;       274,71;       259,05
Classif:10.019;BIJUTERIAS          ;     0,00;    94,000;        0,00;        56,88;     1.092,56;     1.092,56;     1.035,68
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;   133,000;        0,00;     1.913,13;     3.682,17;     3.682,17;     1.769,04
10.020.024;BRINQUEDOS/INFANTIL           ;     0,00;     3,000;        0,00;        64,39;       118,97;       118,97;        54,58
10.020.025;BRINQUEDOS/LAZER CAMPING      ;     0,00;     1,000;        0,00;        11,39;        21,99;        21,99;        10,60
Classif:10.020;BRINQUEDOS          ;     0,00;   137,000;        0,00;     1.988,91;     3.823,13;     3.823,13;     1.834,22
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;   128,500;        0,00;     1.427,80;     2.936,71;     2.936,71;     1.508,91
Classif:10.022;CAMA MESA BANHO     ;     0,00;   128,500;        0,00;     1.427,80;     2.936,71;     2.936,71;     1.508,91
10.023.   ;CONVENIENCIA                  ;     0,00;     1,000;        0,00;        11,50;        18,99;        18,99;         7,49
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;    17,000;        0,00;        38,52;        96,33;        96,33;        57,81
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    35,000;        0,00;       460,12;       102,80;       102,80;      -357,32
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;   171,000;        0,00;       596,98;       432,32;       432,32;      -164,66
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    30,000;        0,00;        93,62;       371,70;       371,70;       278,08
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    59,000;        0,00;        22,97;       276,42;       276,42;       253,45
Classif:10.023;CONVENIENCIA        ;     0,00;   313,000;        0,00;     1.223,71;     1.298,56;     1.298,56;        74,85
10.024.032;DECORACAO/BAZAR               ;     0,00;     5,000;        0,00;       365,91;       846,95;       846,95;       481,04
10.024.033;DECORACAO/DECORACAO           ;     0,00;    25,000;        0,00;       469,55;       851,75;       851,75;       382,20
10.024.034;DECORACAO/ESPELHO             ;     0,00;     3,000;        0,00;        35,83;        69,97;        69,97;        34,14
10.024.035;DECORACAO/MOVEIS              ;     0,00;     2,000;        0,00;        33,47;        61,98;        61,98;        28,51
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     1,000;        0,00;         4,24;         7,99;         7,99;         3,75
10.024.037;DECORACAO/QUADROS             ;     0,00;     1,000;        0,00;        10,00;        19,99;        19,99;         9,99
10.024.038;DECORACAO/TOALHA P/ METRO     ;     0,00;     3,000;        0,00;         1,62;        44,97;        44,97;        43,35
Classif:10.024;DECORACAO           ;     0,00;    40,000;        0,00;       920,62;     1.903,60;     1.903,60;       982,98
10.026.040;DIVERSOS/DIVERSOS             ;     0,00;     5,000;        0,00;        22,27;        27,95;        27,95;         5,68
Classif:10.026;DIVERSOS            ;     0,00;     5,000;        0,00;        22,27;        27,95;        27,95;         5,68
10.033.   ;LEDS                          ;     0,00;     3,000;        0,00;        10,03;        23,97;        23,97;        13,94
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     4,000;        0,00;        33,32;        62,96;        62,96;        29,64
10.033.050;LEDS/FERRAMENTA               ;     0,00;    64,000;        0,00;       330,62;       657,36;       657,36;       326,74
10.033.051;LEDS/ILUMINACAO               ;     0,00;    15,000;        0,00;        80,08;       207,85;       207,85;       127,77
10.033.052;LEDS/LED                      ;     0,00;    24,000;        0,00;       451,81;     1.012,76;     1.012,76;       560,95
Classif:10.033;LEDS                ;     0,00;   110,000;        0,00;       905,86;     1.964,90;     1.964,90;     1.059,04
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   291,500;        0,00;       760,22;     1.835,81;     1.835,81;     1.075,59
Classif:10.040;PAPELARIA           ;     0,00;   291,500;        0,00;       760,22;     1.835,81;     1.835,81;     1.075,59
10.049.061;UTENSILIOS/ARAMADOS           ;     0,00;     1,000;        0,00;         8,66;        15,99;        15,99;         7,33
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    29,000;        0,00;       275,96;       517,21;       517,21;       241,25
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;   120,000;        0,00;     1.091,77;     2.129,30;     2.129,30;     1.037,53
Classif:10.049;UTENSILIOS          ;     0,00;   150,000;        0,00;     1.376,39;     2.662,50;     2.662,50;     1.286,11
10.050.   ;UTILIDADES                    ;     0,00;     2,000;        0,00;        32,69;        63,98;        63,98;        31,29
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    32,000;        0,00;       349,61;       664,68;       664,68;       315,07
10.050.066;UTILIDADES/FILTROS            ;     0,00;     2,000;        0,00;        76,38;       148,48;       148,48;        72,10
