Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;    15,000;        0,00;       142,14;       264,25;       264,25;       122,11
Classif:      ;sem categoria       ;     0,00;    15,000;        0,00;       142,14;       264,25;       264,25;       122,11
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;    12,000;        0,00;        18,61;       113,88;       113,88;        95,27
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;    61,000;        0,00;       137,64;     1.041,45;     1.041,45;       903,81
10.019.018;BIJUTERIAS/FANTASIA           ;     0,00;     1,000;        0,00;        27,02;        19,99;        19,99;        -7,03
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    34,000;        0,00;        50,73;       315,77;       315,77;       265,04
Classif:10.019;BIJUTERIAS          ;     0,00;   108,000;        0,00;       234,00;     1.491,09;     1.491,09;     1.257,09
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;    90,000;        0,00;       857,63;     1.742,32;     1.742,32;       884,69
10.020.024;BRINQUEDOS/INFANTIL           ;     0,00;     1,000;        0,00;        19,20;        36,99;        36,99;        17,79
10.020.025;BRINQUEDOS/LAZER CAMPING      ;     0,00;     1,000;        0,00;         5,45;        10,49;        10,49;         5,04
Classif:10.020;BRINQUEDOS          ;     0,00;    92,000;        0,00;       882,28;     1.789,80;     1.789,80;       907,52
10.022.   ;CAMA MESA BANHO               ;     0,00;     1,000;        0,00;         9,50;        17,99;        17,99;         8,49
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;    90,00;   127,000;      584,10;     2.364,82;     4.561,01;     3.976,91;     2.196,19
Classif:10.022;CAMA MESA BANHO     ;    90,00;   128,000;      584,10;     2.374,32;     4.579,00;     3.994,90;     2.204,68
10.023.   ;CONVENIENCIA                  ;     0,00;     1,000;        0,00;        10,00;        15,99;        15,99;         5,99
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;    26,000;        0,00;        56,95;        46,69;        46,69;       -10,26
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    31,000;        0,00;       113,87;        85,67;        85,67;       -28,20
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;   155,000;        0,00;       543,45;       452,33;       452,33;       -91,12
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    22,000;        0,00;        72,10;       357,63;       357,63;       285,53
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    64,000;        0,00;        30,74;       291,07;       291,07;       260,33
Classif:10.023;CONVENIENCIA        ;     0,00;   299,000;        0,00;       827,11;     1.249,38;     1.249,38;       422,27
10.024.032;DECORACAO/BAZAR               ;     0,00;     3,000;        0,00;       194,00;       371,77;       371,77;       177,77
10.024.033;DECORACAO/DECORACAO           ;     0,00;    23,000;        0,00;       327,01;       622,27;       622,27;       295,26
10.024.034;DECORACAO/ESPELHO             ;     0,00;     5,000;        0,00;       273,79;       568,65;       568,65;       294,86
10.024.035;DECORACAO/MOVEIS              ;    35,00;     0,000;    1.940,00;         0,00;         0,00;    -1.940,00;         0,00
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     6,000;        0,00;        36,20;        68,44;        68,44;        32,24
10.024.037;DECORACAO/QUADROS             ;     0,00;     8,000;        0,00;        50,10;       111,42;       111,42;        61,32
10.024.038;DECORACAO/TOALHA P/ METRO     ; 1.410,00;     0,000;    9.150,90;         0,00;         0,00;    -9.150,90;         0,00
Classif:10.024;DECORACAO           ; 1.445,00;    45,000;   11.090,90;       881,10;     1.742,55;    -9.348,35;       861,45
10.026.040;DIVERSOS/DIVERSOS             ;     0,00;     4,000;        0,00;        18,38;       103,97;       103,97;        85,59
Classif:10.026;DIVERSOS            ;     0,00;     4,000;        0,00;        18,38;       103,97;       103,97;        85,59
10.030.047;ESTACIONAMENTO/ESTACIONAMENTO ;     0,00;     1,000;        0,00;         1,00;         7,00;         7,00;         6,00
Classif:10.030;ESTACIONAMENTO      ;     0,00;     1,000;        0,00;         1,00;         7,00;         7,00;         6,00
10.032.048;KITS/KITES                    ;     0,00;     3,000;        0,00;         0,00;        59,97;        59,97;        59,97
Classif:10.032;KITS                ;     0,00;     3,000;        0,00;         0,00;        59,97;        59,97;        59,97
10.033.049;LEDS/CORTE DE TOALHA          ; 3.382,00;     1,000;   18.936,22;         6,48;        12,99;   -18.923,23;         6,51
10.033.050;LEDS/FERRAMENTA               ;     0,00;     8,000;        0,00;        91,16;       159,42;       159,42;        68,26
10.033.051;LEDS/ILUMINACAO               ;     0,00;     5,000;        0,00;        72,37;       140,45;       140,45;        68,08
10.033.052;LEDS/LED                      ;     0,00;    47,000;        0,00;       603,20;     1.206,02;     1.206,02;       602,82
10.033.053;LEDS/LUSTRES                  ;     0,00;     1,000;        0,00;         9,00;        19,99;        19,99;        10,99
Classif:10.033;LEDS                ; 3.382,00;    62,000;   18.936,22;       782,21;     1.538,87;   -17.397,35;       756,66
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     1,750;        0,00;         0,00;         1,40;         1,40;         1,40
10.040.057;PAPELARIA/PAPELARIA           ;    90,00;   222,100;      584,10;       814,70;     1.665,64;     1.081,54;       850,94
