Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;     6,000;        0,00;        15,82;        79,94;        79,94;        64,12
Classif:      ;sem categoria       ;     0,00;     6,000;        0,00;        15,82;        79,94;        79,94;        64,12
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;     1,000;        0,00;        22,23;        44,99;        44,99;        22,76
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;    53,000;        0,00;       156,22;     1.096,03;     1.096,03;       939,81
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    24,000;        0,00;        12,64;       224,26;       224,26;       211,62
Classif:10.019;BIJUTERIAS          ;     0,00;    78,000;        0,00;       191,09;     1.365,28;     1.365,28;     1.174,19
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;    87,000;        0,00;     1.191,75;     2.323,95;     2.323,95;     1.132,20
10.020.023;BRINQUEDOS/FANTASIA PERSONAGEM;     0,00;     1,000;        0,00;       288,00;        14,99;        14,99;      -273,01
10.020.025;BRINQUEDOS/LAZER CAMPING      ;     0,00;     1,000;        0,00;         5,55;         9,72;         9,72;         4,17
Classif:10.020;BRINQUEDOS          ;     0,00;    89,000;        0,00;     1.485,30;     2.348,66;     2.348,66;       863,36
10.022.   ;CAMA MESA BANHO               ;     0,00;     2,000;        0,00;         4,14;         7,98;         7,98;         3,84
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;   102,200;        0,00;     1.047,81;     2.173,99;     2.173,99;     1.126,18
Classif:10.022;CAMA MESA BANHO     ;     0,00;   104,200;        0,00;     1.051,95;     2.181,97;     2.181,97;     1.130,02
10.023.   ;CONVENIENCIA                  ;     0,00;     2,000;        0,00;        21,50;        34,98;        34,98;        13,48
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;     6,000;        0,00;        39,72;        16,44;        16,44;       -23,28
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    29,000;        0,00;        73,26;        77,71;        77,71;         4,45
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;    99,000;        0,00;       365,81;       318,36;       318,36;       -47,45
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    35,000;        0,00;       171,56;       522,79;       522,79;       351,23
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    49,000;        0,00;         6,87;       190,39;       190,39;       183,52
Classif:10.023;CONVENIENCIA        ;     0,00;   220,000;        0,00;       678,72;     1.160,67;     1.160,67;       481,95
10.024.032;DECORACAO/BAZAR               ;     0,00;     3,000;        0,00;       156,17;       420,37;       420,37;       264,20
10.024.033;DECORACAO/DECORACAO           ;     0,00;    10,000;        0,00;       170,38;       605,05;       605,05;       434,67
10.024.034;DECORACAO/ESPELHO             ;     0,00;     2,000;        0,00;       189,76;       341,98;       341,98;       152,22
10.024.035;DECORACAO/MOVEIS              ;     0,00;     1,000;        0,00;       235,42;       363,99;       363,99;       128,57
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     2,000;        0,00;        11,00;        19,45;        19,45;         8,45
10.024.037;DECORACAO/QUADROS             ;     0,00;     4,000;        0,00;        54,06;        98,96;        98,96;        44,90
Classif:10.024;DECORACAO           ;     0,00;    22,000;        0,00;       816,79;     1.849,80;     1.849,80;     1.033,01
10.026.040;DIVERSOS/DIVERSOS             ;     0,00;     2,000;        0,00;         4,27;        11,48;        11,48;         7,21
Classif:10.026;DIVERSOS            ;     0,00;     2,000;        0,00;         4,27;        11,48;        11,48;         7,21
10.033.049;LEDS/CORTE DE TOALHA          ;     0,00;     1,000;        0,00;        12,99;        19,99;        19,99;         7,00
10.033.050;LEDS/FERRAMENTA               ;     0,00;    20,000;        0,00;       221,08;       448,80;       448,80;       227,72
10.033.051;LEDS/ILUMINACAO               ;     0,00;     6,000;        0,00;        61,99;       116,44;       116,44;        54,45
10.033.052;LEDS/LED                      ;     0,00;     8,000;        0,00;        96,08;       191,75;       191,75;        95,67
Classif:10.033;LEDS                ;     0,00;    35,000;        0,00;       392,14;       776,98;       776,98;       384,84
10.037.054;NATAL/NATAL                   ;     0,00;     1,000;        0,00;         9,08;        18,99;        18,99;         9,91
Classif:10.037;NATAL               ;     0,00;     1,000;        0,00;         9,08;        18,99;        18,99;         9,91
10.040.   ;PAPELARIA                     ;     0,00;     2,000;        0,00;         4,44;         7,98;         7,98;         3,54
10.040.055;PAPELARIA/ARMARINHOS          ;     0,00;     1,000;        0,00;         3,49;         5,99;         5,99;         2,50
10.040.057;PAPELARIA/PAPELARIA           ;     0,00;   104,000;        0,00;       495,70;     1.020,09;     1.020,09;       524,39
Classif:10.040;PAPELARIA           ;     0,00;   107,000;        0,00;       503,63;     1.034,06;     1.034,06;       530,43
10.044.060;QUIOSQUE/SORVETE              ;     0,00;    23,000;        0,00;         0,00;       118,28;       118,28;       118,28
Classif:10.044;QUIOSQUE            ;     0,00;    23,000;        0,00;         0,00;       118,28;       118,28;       118,28
10.049.062;UTENSILIOS/COZINHA            ;     0,00;    25,000;        0,00;       568,77;     1.215,04;     1.215,04;       646,27
10.049.063;UTENSILIOS/UTENSILIOS         ;     0,00;    52,000;        0,00;       515,67;       942,25;       942,25;       426,58
Classif:10.049;UTENSILIOS          ;     0,00;    77,000;        0,00;     1.084,44;     2.157,29;     2.157,29;     1.072,85
10.050.064;UTILIDADES/ACESSORIO DE BANHEI;     0,00;    16,000;        0,00;        91,17;       181,08;       181,08;        89,91
10.050.065;UTILIDADES/ELETRO DOMESTICO   ;     0,00;     5,000;        0,00;       379,97;       685,01;       685,01;       305,04
10.050.067;UTILIDADES/LIXEIRA            ;     0,00;     8,000;        0,00;       152,85;       344,87;       344,87;       192,02
10.050.068;UTILIDADES/UTILIDADES         ;     0,00;   105,000;        0,00;       787,10;     1.634,95;     1.634,95;       847,85
Classif:10.050;UTILIDADES          ;     0,00;   134,000;        0,00;     1.411,09;     2.845,91;     2.845,91;     1.434,82
10.051.069;VARIEDADES/CESTO E BALDE
    ;     0,00;     7,000;        0,00;       110,94;       204,93;       204,93;        93,99
10.051.070;VARIEDADES/VIDROS             ;     0,00;    89,000;        0,00;       844,06;     1.357,11;     1.357,11;       513,05
Classif:10.051;VARIEDADES          ;     0,00;    96,000;        0,00;       955,00;     1.562,04;     1.562,04;       607,04
