Produto;Descricao;QtdEntrada;QtdSaída;VlCompras;VlCusto;Faturamento;Fatura-Compra;Fatura-Custo
          ;LOJA                          ;     0,00;    16,500;        0,00;        34,22;       126,33;       126,33;        92,11
Classif:      ;sem categoria       ;     0,00;    16,500;        0,00;        34,22;       126,33;       126,33;        92,11
10.019.014;BIJUTERIAS/ACESS FRIO         ;     0,00;    17,000;        0,00;        73,07;       254,85;       254,85;       181,78
10.019.015;BIJUTERIAS/BIJUTERIAS         ;     0,00;    67,000;        0,00;       136,14;     1.749,30;     1.749,30;     1.613,16
10.019.020;BIJUTERIAS/MAQUIAGEM          ;     0,00;    33,000;        0,00;        62,53;       327,67;       327,67;       265,14
Classif:10.019;BIJUTERIAS          ;     0,00;   117,000;        0,00;       271,74;     2.331,82;     2.331,82;     2.060,08
10.020.022;BRINQUEDOS/BRINQUEDO          ;     0,00;    74,000;        0,00;     1.135,79;     2.099,77;     2.099,77;       963,98
10.020.024;BRINQUEDOS/INFANTIL           ;     0,00;     2,000;        0,00;        54,10;       101,98;       101,98;        47,88
Classif:10.020;BRINQUEDOS          ;     0,00;    76,000;        0,00;     1.189,89;     2.201,75;     2.201,75;     1.011,86
10.022.026;CAMA MESA BANHO/CAMA MESA BANH;     0,00;   111,300;        0,00;     1.146,07;     2.451,88;     2.451,88;     1.305,81
Classif:10.022;CAMA MESA BANHO     ;     0,00;   111,300;        0,00;     1.146,07;     2.451,88;     2.451,88;     1.305,81
10.023.   ;CONVENIENCIA                  ;     0,00;     1,000;        0,00;        10,00;        15,99;        15,99;         5,99
10.023.027;CONVENIENCIA/ALIMENTOS        ;     0,00;    16,000;        0,00;        11,90;        29,76;        29,76;        17,86
10.023.028;CONVENIENCIA/BEBIDAS          ;     0,00;    33,000;        0,00;       151,74;        92,85;        92,85;       -58,89
10.023.029;CONVENIENCIA/BOMBONIERE       ;     0,00;   106,000;        0,00;       342,12;       320,45;       320,45;       -21,67
10.023.030;CONVENIENCIA/ELETRONICOS      ;     0,00;    37,000;        0,00;       187,94;       409,58;       409,58;       221,64
10.023.031;CONVENIENCIA/PRESENTES        ;     0,00;    21,000;        0,00;         0,00;       137,49;       137,49;       137,49
Classif:10.023;CONVENIENCIA        ;     0,00;   214,000;        0,00;       703,70;     1.006,12;     1.006,12;       302,42
10.024.032;DECORACAO/BAZAR               ;     0,00;     1,000;        0,00;        20,00;        69,99;        69,99;        49,99
10.024.033;DECORACAO/DECORACAO           ;     0,00;    25,000;        0,00;       415,97;       814,75;       814,75;       398,78
10.024.034;DECORACAO/ESPELHO             ;     0,00;     6,000;        0,00;        73,18;       252,94;       252,94;       179,76
10.024.035;DECORACAO/MOVEIS              ;     0,00;     1,000;        0,00;       453,31;       759,99;       759,99;       306,68
10.024.036;DECORACAO/PORTA RETRATO       ;     0,00;     5,000;        0,00;        22,31;        43,45;        43,45;        21,14
10.024.037;DECORACAO/QUADROS             ;     0,00;     2,000;        0,00;        64,68;       102,98;       102,98;        38,30
Classif:10.024;DECORACAO           ;     0,00;    40,000;        0,00;     1.049,45;     2.044,10;     2.044,10;       994,65
10.026.040;DIVERSOS/DIVERSOS             ;     0,00;     2,000;        0,00;        11,25;        20,98;        20,98;         9,73
